chromosome,HindIII fragment,chromosome,HindIII fragment,sequence frequency,P value,Q value
1,75881,5,114288,7,"2,32E-05","1,44E-03"
1,75881,5,133736,8,"2,34E-06","2,23E-04"
1,75881,5,148187,8,"2,34E-06","2,23E-04"
1,75881,5,211308,9,"2,10E-07","3,01E-05"
1,75881,5,225190,8,"2,34E-06","2,23E-04"
1,75881,5,232670,10,"1,73E-08","3,62E-06"
1,75881,5,275948,7,"2,32E-05","1,44E-03"
1,75881,5,351755,6,"2,03E-04","8,01E-03"
1,77522,5,32706,6,"2,03E-04","8,01E-03"
1,77522,5,54216,6,"2,03E-04","8,01E-03"
1,77522,5,82143,8,"2,34E-06","2,23E-04"
1,77522,5,100639,7,"2,32E-05","1,44E-03"
1,77522,5,114288,6,"2,03E-04","8,01E-03"
1,77522,5,129827,8,"2,34E-06","2,23E-04"
1,77522,5,148187,9,"2,10E-07","3,01E-05"
1,77522,5,190224,10,"1,73E-08","3,62E-06"
1,77522,5,207955,6,"2,03E-04","8,01E-03"
1,77522,5,211308,7,"2,32E-05","1,44E-03"
1,77522,5,232670,17,"3,17E-10","1,64E-07"
1,77522,5,261696,9,"2,10E-07","3,01E-05"
1,77522,5,334522,7,"2,32E-05","1,44E-03"
1,77522,5,351755,6,"2,03E-04","8,01E-03"
1,79041,5,32706,7,"1,12E-06","4,06E-04"
1,79041,5,89693,8,"2,34E-06","2,23E-04"
1,79041,5,100639,6,"2,03E-04","8,01E-03"
1,79041,5,110109,7,"1,12E-06","4,06E-04"
1,79041,5,190224,6,"2,03E-04","8,01E-03"
1,79041,5,232670,8,"2,34E-06","2,23E-04"
1,79041,5,461613,6,"2,03E-04","8,01E-03"
1,80059,5,54216,7,"2,32E-05","1,44E-03"
1,80059,5,89693,6,"2,03E-04","8,01E-03"
1,80059,5,91565,7,"2,32E-05","1,44E-03"
1,80059,5,114288,6,"2,03E-04","8,01E-03"
1,80059,5,213376,8,"2,34E-06","2,23E-04"
1,80059,5,307649,6,"2,03E-04","8,01E-03"
1,80059,5,320622,6,"2,03E-04","8,01E-03"
1,80059,5,415818,6,"2,03E-04","8,01E-03"
1,87388,5,28165,6,"2,03E-04","8,01E-03"
1,87388,5,38308,17,"3,17E-10","1,64E-07"
1,87388,5,51597,7,"2,32E-05","1,44E-03"
1,87388,5,71005,6,"1,56E-05","2,87E-03"
1,87388,5,77479,6,"2,03E-04","8,01E-03"
1,87388,5,91565,7,"2,32E-05","1,44E-03"
1,87388,5,96600,8,"2,34E-06","2,23E-04"
1,87388,5,104164,7,"1,12E-06","4,06E-04"
1,87388,5,114288,9,"2,10E-07","3,01E-05"
1,87388,5,121933,7,"2,32E-05","1,44E-03"
1,87388,5,129827,10,"1,73E-08","3,62E-06"
1,87388,5,137734,9,"2,10E-07","3,01E-05"
1,87388,5,148187,9,"2,10E-07","3,01E-05"
1,87388,5,155627,6,"2,03E-04","8,01E-03"
1,87388,5,159704,9,"4,80E-09","5,47E-06"
1,87388,5,177742,6,"2,03E-04","8,01E-03"
1,87388,5,219227,6,"2,03E-04","8,01E-03"
1,87388,5,223021,7,"1,12E-06","4,06E-04"
1,87388,5,232670,9,"2,10E-07","3,01E-05"
1,87388,5,250100,6,"2,03E-04","8,01E-03"
1,87388,5,261696,12,"4,01E-10","1,64E-07"
1,87388,5,267494,6,"1,56E-05","2,87E-03"
1,87388,5,347339,8,"2,34E-06","2,23E-04"
1,87388,5,351755,12,"4,01E-10","1,64E-07"
1,87388,5,540072,8,"2,34E-06","2,23E-04"
1,95477,5,38308,7,"2,32E-05","1,44E-03"
1,95477,5,82143,7,"1,12E-06","4,06E-04"
1,95477,5,104164,9,"2,10E-07","3,01E-05"
1,95477,5,133736,13,"3,22E-10","1,64E-07"
1,95477,5,148187,6,"2,03E-04","8,01E-03"
1,95477,5,211308,6,"2,03E-04","8,01E-03"
1,95477,5,213376,6,"2,03E-04","8,01E-03"
1,95477,5,223021,6,"2,03E-04","8,01E-03"
1,98441,5,24797,9,"2,10E-07","3,01E-05"
1,98441,5,28165,6,"2,03E-04","8,01E-03"
1,98441,5,30547,6,"1,56E-05","2,87E-03"
1,98441,5,71005,8,"7,14E-08","4,74E-05"
1,98441,5,82143,11,"1,56E-09","4,62E-07"
1,98441,5,91565,7,"2,32E-05","1,44E-03"
1,98441,5,110109,9,"2,10E-07","3,01E-05"
1,98441,5,114288,6,"2,03E-04","8,01E-03"
1,98441,5,141698,12,"4,01E-10","1,64E-07"
1,98441,5,148187,9,"2,10E-07","3,01E-05"
1,98441,5,207955,7,"2,32E-05","1,44E-03"
1,98441,5,211308,13,"3,22E-10","1,64E-07"
1,98441,5,213376,6,"2,03E-04","8,01E-03"
1,98441,5,223021,6,"2,03E-04","8,01E-03"
1,98441,5,282389,7,"1,12E-06","4,06E-04"
1,98441,5,504770,7,"2,32E-05","1,44E-03"
1,101871,5,12833,6,"2,03E-04","8,01E-03"
1,101871,5,24797,7,"2,32E-05","1,44E-03"
1,101871,5,30547,7,"2,32E-05","1,44E-03"
1,101871,5,38308,6,"1,56E-05","2,87E-03"
1,101871,5,71005,10,"1,03E-09","1,91E-06"
1,101871,5,89693,6,"2,03E-04","8,01E-03"
1,101871,5,110109,6,"1,56E-05","2,87E-03"
1,101871,5,115618,7,"2,32E-05","1,44E-03"
1,101871,5,129827,7,"1,12E-06","4,06E-04"
1,101871,5,148187,11,"1,56E-09","4,62E-07"
1,101871,5,154461,11,"1,56E-09","4,62E-07"
1,101871,5,155627,6,"2,03E-04","8,01E-03"
1,101871,5,166959,7,"2,32E-05","1,44E-03"
1,101871,5,177742,10,"1,73E-08","3,62E-06"
1,101871,5,190224,9,"2,10E-07","3,01E-05"
1,101871,5,197380,8,"7,14E-08","4,74E-05"
1,101871,5,203160,6,"2,03E-04","8,01E-03"
1,101871,5,211308,9,"2,10E-07","3,01E-05"
1,101871,5,223021,8,"2,34E-06","2,23E-04"
1,101871,5,232670,12,"4,01E-10","1,64E-07"
1,101871,5,261696,14,"3,17E-10","1,64E-07"
1,101871,5,334522,6,"2,03E-04","8,01E-03"
1,108107,5,17098,7,"2,32E-05","1,44E-03"
1,108107,5,24797,6,"2,03E-04","8,01E-03"
1,108107,5,30547,6,"2,03E-04","8,01E-03"
1,108107,5,32706,8,"2,34E-06","2,23E-04"
1,108107,5,38308,10,"1,73E-08","3,62E-06"
1,108107,5,51597,6,"2,03E-04","8,01E-03"
1,108107,5,59717,9,"2,10E-07","3,01E-05"
1,108107,5,64226,14,"3,17E-10","1,64E-07"
1,108107,5,71005,6,"2,03E-04","8,01E-03"
1,108107,5,77479,8,"2,34E-06","2,23E-04"
1,108107,5,82143,7,"2,32E-05","1,44E-03"
1,108107,5,85047,6,"1,56E-05","2,87E-03"
1,108107,5,89693,10,"1,73E-08","3,62E-06"
1,108107,5,91565,8,"2,34E-06","2,23E-04"
1,108107,5,96600,9,"2,10E-07","3,01E-05"
1,108107,5,100639,7,"2,32E-05","1,44E-03"
1,108107,5,101202,6,"2,03E-04","8,01E-03"
1,108107,5,104164,9,"2,10E-07","3,01E-05"
1,108107,5,110109,8,"2,34E-06","2,23E-04"
1,108107,5,114288,10,"1,73E-08","3,62E-06"
1,108107,5,121933,8,"2,34E-06","2,23E-04"
1,108107,5,129827,10,"1,73E-08","3,62E-06"
1,108107,5,133736,28,"3,17E-10","1,64E-07"
1,108107,5,137734,7,"2,32E-05","1,44E-03"
1,108107,5,141698,14,"3,17E-10","1,64E-07"
1,108107,5,148187,14,"3,17E-10","1,64E-07"
1,108107,5,155627,10,"1,73E-08","3,62E-06"
1,108107,5,163912,7,"2,32E-05","1,44E-03"
1,108107,5,177742,25,"3,17E-10","1,64E-07"
1,108107,5,190224,17,"3,17E-10","1,64E-07"
1,108107,5,197380,9,"4,80E-09","5,47E-06"
1,108107,5,207955,10,"1,73E-08","3,62E-06"
1,108107,5,211308,18,"3,17E-10","1,64E-07"
1,108107,5,213376,13,"3,22E-10","1,64E-07"
1,108107,5,225190,14,"3,17E-10","1,64E-07"
1,108107,5,232670,7,"2,32E-05","1,44E-03"
1,108107,5,267494,7,"2,32E-05","1,44E-03"
1,108107,5,334522,6,"1,56E-05","2,87E-03"
1,108107,5,347339,6,"2,03E-04","8,01E-03"
1,108107,5,428477,6,"2,03E-04","8,01E-03"
1,108107,5,451342,8,"2,34E-06","2,23E-04"
1,108107,5,461613,6,"2,03E-04","8,01E-03"
1,108107,5,470715,7,"2,32E-05","1,44E-03"
1,108107,5,549262,7,"2,32E-05","1,44E-03"
1,116051,5,24797,6,"2,03E-04","8,01E-03"
1,116051,5,28165,15,"3,17E-10","1,64E-07"
1,116051,5,30547,7,"2,32E-05","1,44E-03"
1,116051,5,32706,13,"3,22E-10","1,64E-07"
1,116051,5,38308,7,"2,32E-05","1,44E-03"
1,116051,5,59717,7,"2,32E-05","1,44E-03"
1,116051,5,64226,7,"2,32E-05","1,44E-03"
1,116051,5,66519,7,"2,32E-05","1,44E-03"
1,116051,5,85047,8,"2,34E-06","2,23E-04"
1,116051,5,88358,6,"2,03E-04","8,01E-03"
1,116051,5,89693,10,"1,73E-08","3,62E-06"
1,116051,5,91565,8,"2,34E-06","2,23E-04"
1,116051,5,114288,11,"1,56E-09","4,62E-07"
1,116051,5,115618,7,"2,32E-05","1,44E-03"
1,116051,5,129827,10,"1,73E-08","3,62E-06"
1,116051,5,133736,9,"2,10E-07","3,01E-05"
1,116051,5,141698,13,"3,22E-10","1,64E-07"
1,116051,5,148187,24,"3,17E-10","1,64E-07"
1,116051,5,155627,9,"2,10E-07","3,01E-05"
1,116051,5,164907,6,"2,03E-04","8,01E-03"
1,116051,5,177742,10,"1,73E-08","3,62E-06"
1,116051,5,190224,18,"3,17E-10","1,64E-07"
1,116051,5,203160,7,"1,12E-06","4,06E-04"
1,116051,5,207955,12,"4,01E-10","1,64E-07"
1,116051,5,211308,8,"2,34E-06","2,23E-04"
1,116051,5,213376,10,"1,73E-08","3,62E-06"
1,116051,5,223021,8,"2,34E-06","2,23E-04"
1,116051,5,261696,10,"1,73E-08","3,62E-06"
1,116051,5,282389,6,"1,56E-05","2,87E-03"
1,116051,5,372536,6,"2,03E-04","8,01E-03"
1,116051,5,501715,6,"2,03E-04","8,01E-03"
1,116051,5,524369,6,"2,03E-04","8,01E-03"
1,116051,5,537670,7,"1,12E-06","4,06E-04"
1,120304,5,24797,9,"2,10E-07","3,01E-05"
1,120304,5,32706,9,"2,10E-07","3,01E-05"
1,120304,5,38308,12,"4,01E-10","1,64E-07"
1,120304,5,69385,7,"2,32E-05","1,44E-03"
1,120304,5,89693,6,"2,03E-04","8,01E-03"
1,120304,5,91565,10,"1,73E-08","3,62E-06"
1,120304,5,110109,6,"2,03E-04","8,01E-03"
1,120304,5,114288,7,"1,12E-06","4,06E-04"
1,120304,5,115618,7,"2,32E-05","1,44E-03"
1,120304,5,121933,7,"2,32E-05","1,44E-03"
1,120304,5,129827,6,"2,03E-04","8,01E-03"
1,120304,5,133736,9,"2,10E-07","3,01E-05"
1,120304,5,141698,6,"2,03E-04","8,01E-03"
1,120304,5,148187,7,"2,32E-05","1,44E-03"
1,120304,5,154461,12,"4,01E-10","1,64E-07"
1,120304,5,190224,16,"3,17E-10","1,64E-07"
1,120304,5,203160,6,"1,56E-05","2,87E-03"
1,120304,5,223021,6,"2,03E-04","8,01E-03"
1,120304,5,287231,7,"2,32E-05","1,44E-03"
1,120304,5,300977,7,"2,32E-05","1,44E-03"
1,122059,5,51597,6,"1,56E-05","2,87E-03"
1,122885,5,51597,6,"2,03E-04","8,01E-03"
1,122885,5,114288,10,"1,73E-08","3,62E-06"
1,122885,5,133736,11,"1,56E-09","4,62E-07"
1,122885,5,177742,13,"3,22E-10","1,64E-07"
1,122885,5,211308,6,"2,03E-04","8,01E-03"
1,122885,5,269749,6,"1,56E-05","2,87E-03"
1,125166,5,137734,8,"2,34E-06","2,23E-04"
1,125166,5,141698,15,"3,17E-10","1,64E-07"
1,125166,5,148187,10,"1,73E-08","3,62E-06"
1,125166,5,163912,6,"2,03E-04","8,01E-03"
1,125166,5,177742,13,"3,22E-10","1,64E-07"
1,125166,5,232670,6,"2,03E-04","8,01E-03"
1,130646,5,24797,6,"2,03E-04","8,01E-03"
1,130646,5,38308,9,"2,10E-07","3,01E-05"
1,130646,5,47730,6,"2,03E-04","8,01E-03"
1,130646,5,49552,9,"4,80E-09","5,47E-06"
1,130646,5,59717,7,"2,32E-05","1,44E-03"
1,130646,5,77479,8,"2,34E-06","2,23E-04"
1,130646,5,82143,6,"2,03E-04","8,01E-03"
1,130646,5,91565,9,"2,10E-07","3,01E-05"
1,130646,5,100639,8,"2,34E-06","2,23E-04"
1,130646,5,110109,15,"8,31E-10","1,91E-06"
1,130646,5,114288,7,"2,32E-05","1,44E-03"
1,130646,5,121933,7,"2,32E-05","1,44E-03"
1,130646,5,129827,7,"2,32E-05","1,44E-03"
1,130646,5,133736,15,"3,17E-10","1,64E-07"
1,130646,5,137734,7,"1,12E-06","4,06E-04"
1,130646,5,141698,19,"3,17E-10","1,64E-07"
1,130646,5,148187,27,"3,17E-10","1,64E-07"
1,130646,5,154461,16,"3,17E-10","1,64E-07"
1,130646,5,155627,6,"2,03E-04","8,01E-03"
1,130646,5,159704,6,"2,03E-04","8,01E-03"
1,130646,5,163912,8,"2,34E-06","2,23E-04"
1,130646,5,164907,16,"3,17E-10","1,64E-07"
1,130646,5,166959,7,"1,12E-06","4,06E-04"
1,130646,5,177742,24,"3,17E-10","1,64E-07"
1,130646,5,190224,10,"1,73E-08","3,62E-06"
1,130646,5,203160,7,"1,12E-06","4,06E-04"
1,130646,5,207955,12,"4,01E-10","1,64E-07"
1,130646,5,213376,15,"3,17E-10","1,64E-07"
1,130646,5,219227,6,"2,03E-04","8,01E-03"
1,130646,5,223021,11,"1,56E-09","4,62E-07"
1,130646,5,225190,8,"2,34E-06","2,23E-04"
1,130646,5,261696,10,"1,73E-08","3,62E-06"
1,130646,5,267494,7,"2,32E-05","1,44E-03"
1,130646,5,282389,8,"2,34E-06","2,23E-04"
1,130646,5,307649,6,"1,56E-05","2,87E-03"
1,130646,5,347339,7,"2,32E-05","1,44E-03"
1,130646,5,403741,7,"2,32E-05","1,44E-03"
1,130646,5,477142,6,"2,03E-04","8,01E-03"
1,130646,5,524369,6,"2,03E-04","8,01E-03"
1,134566,5,104164,8,"2,34E-06","2,23E-04"
1,134566,5,110109,6,"2,03E-04","8,01E-03"
1,134566,5,133736,8,"2,34E-06","2,23E-04"
1,134566,5,137734,9,"2,10E-07","3,01E-05"
1,134566,5,148187,10,"1,73E-08","3,62E-06"
1,134566,5,154461,7,"2,32E-05","1,44E-03"
1,134566,5,177742,20,"3,17E-10","1,64E-07"
1,134566,5,190224,10,"1,73E-08","3,62E-06"
1,134566,5,300977,7,"2,32E-05","1,44E-03"
1,140853,5,114288,9,"4,80E-09","5,47E-06"
1,140853,5,121933,8,"7,14E-08","4,74E-05"
1,140853,5,129827,6,"1,56E-05","2,87E-03"
1,140853,5,133736,6,"1,56E-05","2,87E-03"
1,140853,5,141698,7,"2,32E-05","1,44E-03"
1,140853,5,148187,13,"3,22E-10","1,64E-07"
1,140853,5,155627,6,"2,03E-04","8,01E-03"
1,140853,5,159704,10,"1,03E-09","1,91E-06"
1,140853,5,163912,6,"1,56E-05","2,87E-03"
1,140853,5,166959,9,"4,80E-09","5,47E-06"
1,140853,5,544422,8,"7,14E-08","4,74E-05"
1,147791,5,28165,7,"2,32E-05","1,44E-03"
1,147791,5,85047,6,"1,56E-05","2,87E-03"
1,147791,5,114288,6,"2,03E-04","8,01E-03"
1,147791,5,133736,8,"2,34E-06","2,23E-04"
1,147791,5,141698,6,"2,03E-04","8,01E-03"
1,147791,5,148187,8,"2,34E-06","2,23E-04"
1,147791,5,154461,13,"3,22E-10","1,64E-07"
1,147791,5,155627,10,"1,73E-08","3,62E-06"
1,147791,5,163912,7,"2,32E-05","1,44E-03"
1,147791,5,164907,6,"2,03E-04","8,01E-03"
1,147791,5,166959,6,"1,56E-05","2,87E-03"
1,147791,5,177742,7,"2,32E-05","1,44E-03"
1,147791,5,190224,7,"2,32E-05","1,44E-03"
1,147791,5,203160,6,"1,56E-05","2,87E-03"
1,147791,5,232670,9,"2,10E-07","3,01E-05"
1,149706,5,28165,7,"2,32E-05","1,44E-03"
1,149706,5,114288,7,"1,12E-06","4,06E-04"
1,149706,5,129827,9,"2,10E-07","3,01E-05"
1,149706,5,133736,14,"3,17E-10","1,64E-07"
1,149706,5,137734,11,"1,56E-09","4,62E-07"
1,149706,5,141698,25,"3,17E-10","1,64E-07"
1,149706,5,148187,35,"3,17E-10","1,64E-07"
1,149706,5,154461,31,"3,17E-10","1,64E-07"
1,149706,5,155627,16,"3,17E-10","1,64E-07"
1,149706,5,163912,7,"2,32E-05","1,44E-03"
1,149706,5,177742,13,"3,22E-10","1,64E-07"
1,149706,5,223021,6,"2,03E-04","8,01E-03"
1,149706,5,225190,7,"1,12E-06","4,06E-04"
1,151287,5,133736,6,"1,56E-05","2,87E-03"
1,151287,5,141698,8,"7,14E-08","4,74E-05"
1,151287,5,148187,11,"8,40E-10","1,91E-06"
1,151287,5,159704,7,"1,12E-06","4,06E-04"
1,154558,5,104164,6,"1,56E-05","2,87E-03"
1,154558,5,110109,7,"1,12E-06","4,06E-04"
1,154558,5,114288,7,"1,12E-06","4,06E-04"
1,154558,5,133736,6,"1,56E-05","2,87E-03"
1,154558,5,137734,17,"8,31E-10","1,91E-06"
1,154558,5,141698,12,"4,01E-10","1,64E-07"
1,154558,5,148187,11,"1,56E-09","4,62E-07"
1,154558,5,155627,8,"7,14E-08","4,74E-05"
1,154558,5,159704,7,"1,12E-06","4,06E-04"
1,154558,5,166959,13,"8,31E-10","1,91E-06"
1,161357,5,137734,12,"8,31E-10","1,91E-06"
1,161357,5,148187,13,"3,22E-10","1,64E-07"
1,161357,5,155627,6,"2,03E-04","8,01E-03"
1,161357,5,159704,12,"8,31E-10","1,91E-06"
1,161357,5,166959,8,"7,14E-08","4,74E-05"
1,161357,5,177742,12,"4,01E-10","1,64E-07"
1,161357,5,302832,6,"2,03E-04","8,01E-03"
1,167621,5,89693,6,"2,03E-04","8,01E-03"
1,167621,5,114288,7,"1,12E-06","4,06E-04"
1,167621,5,137734,6,"2,03E-04","8,01E-03"
1,167621,5,141698,14,"3,17E-10","1,64E-07"
1,167621,5,148187,10,"1,73E-08","3,62E-06"
1,167621,5,155627,10,"1,73E-08","3,62E-06"
1,167621,5,166959,7,"1,12E-06","4,06E-04"
1,167621,5,177742,9,"2,10E-07","3,01E-05"
1,167621,5,190224,11,"1,56E-09","4,62E-07"
1,167621,5,207955,6,"2,03E-04","8,01E-03"
1,171164,5,32706,10,"1,73E-08","3,62E-06"
1,171164,5,91565,7,"2,32E-05","1,44E-03"
1,171164,5,104164,9,"2,10E-07","3,01E-05"
1,171164,5,110109,10,"1,73E-08","3,62E-06"
1,171164,5,114288,11,"1,56E-09","4,62E-07"
1,171164,5,133736,9,"2,10E-07","3,01E-05"
1,171164,5,137734,8,"2,34E-06","2,23E-04"
1,171164,5,141698,8,"2,34E-06","2,23E-04"
1,171164,5,148187,25,"3,17E-10","1,64E-07"
1,171164,5,154461,11,"1,56E-09","4,62E-07"
1,171164,5,155627,8,"2,34E-06","2,23E-04"
1,171164,5,163912,12,"4,01E-10","1,64E-07"
1,171164,5,166959,10,"1,03E-09","1,91E-06"
1,171164,5,177742,14,"3,17E-10","1,64E-07"
1,171164,5,190224,12,"4,01E-10","1,64E-07"
1,171164,5,211308,6,"2,03E-04","8,01E-03"
1,171164,5,213376,6,"2,03E-04","8,01E-03"
1,174886,5,114288,11,"1,56E-09","4,62E-07"
1,174886,5,133736,15,"3,17E-10","1,64E-07"
1,174886,5,141698,15,"3,17E-10","1,64E-07"
1,174886,5,148187,14,"3,17E-10","1,64E-07"
1,174886,5,154461,6,"2,03E-04","8,01E-03"
1,174886,5,163912,8,"2,34E-06","2,23E-04"
1,174886,5,177742,21,"3,17E-10","1,64E-07"
1,174886,5,190224,7,"2,32E-05","1,44E-03"
1,174886,5,445108,6,"2,03E-04","8,01E-03"
1,180329,5,129827,8,"2,34E-06","2,23E-04"
1,180329,5,148187,7,"2,32E-05","1,44E-03"
1,180329,5,154461,6,"2,03E-04","8,01E-03"
1,180329,5,207955,9,"2,10E-07","3,01E-05"
1,184795,5,141698,9,"2,10E-07","3,01E-05"
1,184795,5,154461,6,"2,03E-04","8,01E-03"
1,184795,5,155627,7,"2,32E-05","1,44E-03"
1,184795,5,287231,9,"2,10E-07","3,01E-05"
1,186272,5,24797,7,"2,32E-05","1,44E-03"
1,186272,5,51597,6,"2,03E-04","8,01E-03"
1,186272,5,141698,7,"2,32E-05","1,44E-03"
1,186272,5,148187,9,"2,10E-07","3,01E-05"
1,186272,5,177742,6,"2,03E-04","8,01E-03"
1,186272,5,190224,8,"2,34E-06","2,23E-04"
1,187825,5,51597,7,"2,32E-05","1,44E-03"
1,187825,5,141698,6,"2,03E-04","8,01E-03"
1,187825,5,177742,7,"2,32E-05","1,44E-03"
1,187825,5,223021,7,"2,32E-05","1,44E-03"
1,188722,5,32706,10,"1,73E-08","3,62E-06"
1,188722,5,51597,8,"2,34E-06","2,23E-04"
1,188722,5,133736,8,"2,34E-06","2,23E-04"
1,188722,5,141698,6,"2,03E-04","8,01E-03"
1,188722,5,213376,6,"2,03E-04","8,01E-03"
1,191604,5,38308,14,"3,17E-10","1,64E-07"
1,191604,5,77479,9,"2,10E-07","3,01E-05"
1,191604,5,91565,6,"1,56E-05","2,87E-03"
1,191604,5,110109,6,"1,56E-05","2,87E-03"
1,191604,5,148187,6,"2,03E-04","8,01E-03"
1,191604,5,155627,6,"2,03E-04","8,01E-03"
1,191604,5,207955,8,"7,14E-08","4,74E-05"
1,191604,5,213376,13,"3,22E-10","1,64E-07"
1,199404,5,101202,6,"2,03E-04","8,01E-03"
1,204567,5,148187,6,"2,03E-04","8,01E-03"
1,204567,5,190224,6,"2,03E-04","8,01E-03"
1,226931,5,24797,7,"2,32E-05","1,44E-03"
1,226931,5,64226,7,"2,32E-05","1,44E-03"
1,226931,5,96600,9,"2,10E-07","3,01E-05"
1,226931,5,141698,9,"2,10E-07","3,01E-05"
1,226931,5,177742,7,"2,32E-05","1,44E-03"
1,226931,5,190224,8,"2,34E-06","2,23E-04"
1,226931,5,207955,8,"2,34E-06","2,23E-04"
1,226931,5,223021,6,"2,03E-04","8,01E-03"
1,5091,6,17411,6,"1,56E-05","2,87E-03"
1,5091,6,24635,8,"7,14E-08","4,74E-05"
1,5091,6,37447,17,"3,17E-10","1,64E-07"
1,5091,6,55557,6,"2,03E-04","8,01E-03"
1,5091,6,69990,6,"2,03E-04","8,01E-03"
1,5091,6,112984,9,"2,10E-07","3,01E-05"
1,5091,6,123588,9,"2,10E-07","3,01E-05"
1,5091,6,126496,8,"2,34E-06","2,23E-04"
1,5091,6,131652,9,"4,80E-09","5,47E-06"
1,5091,6,154202,7,"2,32E-05","1,44E-03"
1,5091,6,174789,6,"2,03E-04","8,01E-03"
1,5091,6,214353,7,"2,32E-05","1,44E-03"
1,5091,6,221599,11,"1,56E-09","4,62E-07"
1,5091,6,239779,6,"2,03E-04","8,01E-03"
1,5091,6,243206,9,"2,10E-07","3,01E-05"
1,5091,6,255566,7,"2,32E-05","1,44E-03"
1,5091,6,258814,8,"2,34E-06","2,23E-04"
1,5091,6,263029,14,"3,17E-10","1,64E-07"
1,5091,6,269633,8,"7,14E-08","4,74E-05"
1,13056,6,22007,8,"2,34E-06","2,23E-04"
1,13056,6,42477,9,"2,10E-07","3,01E-05"
1,13056,6,48413,9,"2,10E-07","3,01E-05"
1,13056,6,52155,6,"2,03E-04","8,01E-03"
1,13056,6,60843,6,"2,03E-04","8,01E-03"
1,13056,6,67957,6,"2,03E-04","8,01E-03"
1,13056,6,112984,8,"2,34E-06","2,23E-04"
1,13056,6,178716,6,"2,03E-04","8,01E-03"
1,13056,6,221599,6,"2,03E-04","8,01E-03"
1,20164,6,20759,8,"2,34E-06","2,23E-04"
1,20164,6,24635,7,"2,32E-05","1,44E-03"
1,20164,6,37447,9,"2,10E-07","3,01E-05"
1,20164,6,48413,7,"2,32E-05","1,44E-03"
1,20164,6,52155,9,"2,10E-07","3,01E-05"
1,20164,6,69990,12,"4,01E-10","1,64E-07"
1,20164,6,73308,6,"2,03E-04","8,01E-03"
1,20164,6,154202,6,"2,03E-04","8,01E-03"
1,20164,6,174789,7,"2,32E-05","1,44E-03"
1,20164,6,243206,8,"2,34E-06","2,23E-04"
1,20164,6,249743,8,"2,34E-06","2,23E-04"
1,20164,6,258814,6,"2,03E-04","8,01E-03"
1,26147,6,12007,8,"2,34E-06","2,23E-04"
1,26147,6,17411,7,"1,12E-06","4,06E-04"
1,26147,6,20759,8,"2,34E-06","2,23E-04"
1,26147,6,30813,8,"2,34E-06","2,23E-04"
1,26147,6,37447,11,"1,56E-09","4,62E-07"
1,26147,6,42477,8,"2,34E-06","2,23E-04"
1,26147,6,48413,6,"1,56E-05","2,87E-03"
1,26147,6,58639,7,"1,12E-06","4,06E-04"
1,26147,6,67957,7,"2,32E-05","1,44E-03"
1,26147,6,69990,8,"2,34E-06","2,23E-04"
1,26147,6,109432,6,"2,03E-04","8,01E-03"
1,26147,6,112984,6,"2,03E-04","8,01E-03"
1,26147,6,123588,6,"2,03E-04","8,01E-03"
1,26147,6,126496,8,"2,34E-06","2,23E-04"
1,26147,6,137206,6,"2,03E-04","8,01E-03"
1,26147,6,154202,6,"2,03E-04","8,01E-03"
1,26147,6,174789,6,"2,03E-04","8,01E-03"
1,26147,6,181973,11,"1,56E-09","4,62E-07"
1,26147,6,184766,9,"2,10E-07","3,01E-05"
1,26147,6,205912,10,"1,73E-08","3,62E-06"
1,26147,6,214353,6,"2,03E-04","8,01E-03"
1,26147,6,230306,10,"1,73E-08","3,62E-06"
1,26147,6,243206,6,"2,03E-04","8,01E-03"
1,26147,6,255566,14,"3,17E-10","1,64E-07"
1,26147,6,267167,7,"2,32E-05","1,44E-03"
1,31834,6,12007,6,"2,03E-04","8,01E-03"
1,31834,6,20759,6,"2,03E-04","8,01E-03"
1,31834,6,22007,7,"1,12E-06","4,06E-04"
1,31834,6,24635,12,"4,01E-10","1,64E-07"
1,31834,6,28796,6,"1,56E-05","2,87E-03"
1,31834,6,30813,7,"2,32E-05","1,44E-03"
1,31834,6,37447,21,"3,17E-10","1,64E-07"
1,31834,6,42477,14,"3,17E-10","1,64E-07"
1,31834,6,48413,19,"3,17E-10","1,64E-07"
1,31834,6,52155,7,"2,32E-05","1,44E-03"
1,31834,6,55557,14,"3,17E-10","1,64E-07"
1,31834,6,67957,13,"3,22E-10","1,64E-07"
1,31834,6,69990,6,"2,03E-04","8,01E-03"
1,31834,6,73308,9,"2,10E-07","3,01E-05"
1,31834,6,93024,7,"2,32E-05","1,44E-03"
1,31834,6,103458,12,"4,01E-10","1,64E-07"
1,31834,6,109432,21,"3,17E-10","1,64E-07"
1,31834,6,116383,9,"2,10E-07","3,01E-05"
1,31834,6,123588,7,"2,32E-05","1,44E-03"
1,31834,6,126496,13,"3,22E-10","1,64E-07"
1,31834,6,129557,7,"2,32E-05","1,44E-03"
1,31834,6,131652,6,"1,56E-05","2,87E-03"
1,31834,6,148681,7,"2,32E-05","1,44E-03"
1,31834,6,154202,12,"4,01E-10","1,64E-07"
1,31834,6,163563,14,"3,17E-10","1,64E-07"
1,31834,6,174789,15,"3,17E-10","1,64E-07"
1,31834,6,184766,9,"2,10E-07","3,01E-05"
1,31834,6,214353,10,"1,73E-08","3,62E-06"
1,31834,6,216686,7,"2,32E-05","1,44E-03"
